MJD,flux,d_flux,uJy,d_uJy,m,d_m,ZP,d_ZP,Method,Sector
58765.88653564453,-0.661951243562267,4.155569372739121,-13.743653062424022,86.28006957378733,,6.816047731984072,20.606809547148984,0.0283955239554806,aperture,17
58765.90740966797,-3.0150140846880666,4.879916616791619,-62.598730588194556,101.3316867521501,,1.7575353359764065,20.606809547148984,0.0283955239554806,aperture,17
58765.92822265625,2.1051639718122708,4.93603839266321,43.70811830853651,102.49005457867864,19.79859472512853,2.5459152027136076,20.606809547148984,0.0283955239554806,aperture,17
58765.94903564453,-0.6103017383671538,3.6572783053843856,-12.671288764975989,75.93435824569671,,6.5064164712517405,20.606809547148984,0.0283955239554806,aperture,17
58765.96990966797,-2.1972626486998856,5.595108993348232,-45.620301834078305,116.1736507218338,,2.7648641845109068,20.606809547148984,0.0283955239554806,aperture,17
58765.99072265625,2.478075610056486,4.2712879776071855,51.45063443614096,88.69211727150295,19.62152316399263,1.8716240111255513,20.606809547148984,0.0283955239554806,aperture,17
58766.01153564453,-1.6700754713779187,4.703870217582294,-34.67466537741052,97.6675365602061,,3.058174587087338,20.606809547148984,0.0283955239554806,aperture,17
58766.03240966797,-0.29708860105396007,4.284180272491691,-6.168252875715685,88.94972964926471,,15.656936223200622,20.606809547148984,0.0283955239554806,aperture,17
58766.05322265625,-4.121694169214689,4.171575164205352,-85.57599255537035,86.64055032999336,,1.0992426670666688,20.606809547148984,0.0283955239554806,aperture,17
58766.07403564453,-1.9290011758375352,4.207769080287844,-40.0505674331062,87.36938770324146,,2.3685084506080343,20.606809547148984,0.0283955239554806,aperture,17
58766.09490966797,-1.609199174065259,4.014577720200773,-33.410731336758666,83.3565850195097,,2.708808177482443,20.606809547148984,0.0283955239554806,aperture,17
58766.11572265625,-2.8140802862008307,4.570015168123174,-58.42687587565965,94.89648642595711,,1.7634444675129872,20.606809547148984,0.0283955239554806,aperture,17
58766.13653564453,1.8162043378052537,4.529806039311598,37.70864176481748,94.0545181985134,19.958897775633268,2.7080899987356686,20.606809547148984,0.0283955239554806,aperture,17
58766.15740966797,-4.319336482358192,5.582788779517159,-89.67950834859018,115.93545402920515,,1.4036129565440307,20.606809547148984,0.0283955239554806,aperture,17
58766.17822265625,3.162859241379819,4.614105441962054,65.66834116796534,95.81499345600217,19.356609885453473,1.5841698679087868,20.606809547148984,0.0283955239554806,aperture,17
58766.19903564453,-0.801177207197743,3.6559939031634703,-16.63430907387036,75.908214563169,,4.954596937196671,20.606809547148984,0.0283955239554806,aperture,17
58766.21990966797,1.243730400965792,3.7969552185123385,25.82274646403842,78.83654659436964,20.369993921949398,3.3147400883485263,20.606809547148984,0.0283955239554806,aperture,17
58766.24072265625,-1.6444693990849624,4.967680234101321,-34.143023542293044,103.14450345080165,,3.279959127802953,20.606809547148984,0.0283955239554806,aperture,17
58766.26153564453,4.632446948716812,4.241672025667141,96.18041254916045,88.10292931217508,18.942283411068825,0.994553231413746,20.606809547148984,0.0283955239554806,aperture,17
58766.28240966797,0.4602185420734748,5.032695764404517,9.555211258633214,104.49081112590022,21.449399266434924,11.873045360606852,20.606809547148984,0.0283955239554806,aperture,17
58766.30322265625,-0.7602701224240602,3.561021602038857,-15.784982501267919,73.9362737754824,,5.085548195983253,20.606809547148984,0.0283955239554806,aperture,17
58766.32403564453,0.8534311734877618,4.489396404261929,17.719223394690825,93.21150128855139,20.778888291166353,5.71148629906447,20.606809547148984,0.0283955239554806,aperture,17
58766.34490966797,-1.6028014718013708,4.815259374327358,-33.27790010308898,99.97981342345382,,3.261975750949816,20.606809547148984,0.0283955239554806,aperture,17
58766.36572265625,1.7279212278691196,5.955171101381206,35.8756783161735,123.64681365653159,20.01299969699079,3.742028819824615,20.606809547148984,0.0283955239554806,aperture,17
58766.38653564453,-2.655644503407137,4.639440896555417,-55.13737917546156,96.3364163581053,,1.8970059266654042,20.606809547148984,0.0283955239554806,aperture,17
58766.40740966797,-2.091351414634581,4.347367747577995,-43.42133737776362,90.26864629648242,,2.2571376967487735,20.606809547148984,0.0283955239554806,aperture,17
58766.42822265625,-1.6532506267391982,6.227221812082666,-34.32534232712153,129.29477808145052,,4.089690360881849,20.606809547148984,0.0283955239554806,aperture,17
58766.44903564453,0.06706509757743506,3.8418512096549726,1.3924279811632065,79.765807767813,23.540568145129317,62.19684361911776,20.606809547148984,0.0283955239554806,aperture,17
58766.46990966797,0.3335567136837966,4.689027784673232,6.92541602436189,97.35533126681575,21.798885331233596,15.262939801850015,20.606809547148984,0.0283955239554806,aperture,17
58766.49072265625,-1.8627986304295345,4.030747690555735,-38.676048048505415,83.69384397847763,,2.3495015935663273,20.606809547148984,0.0283955239554806,aperture,17
58766.51153564453,-1.7832292519367101,4.095692917215247,-37.02400200578926,85.04165864136917,,2.493863512787703,20.606809547148984,0.0283955239554806,aperture,17
58766.53234863281,-0.6810727966964634,3.882780564734991,-14.140661142470604,80.6164366911672,,6.1898226067596225,20.606809547148984,0.0283955239554806,aperture,17
58766.55316162109,2.6723215783460073,5.703011032896147,55.48363418183094,118.41671311493414,19.53958775087212,2.3172475014162464,20.606809547148984,0.0283955239554806,aperture,17
58766.57403564453,-2.4874263794357523,5.203414161361898,-51.64477823670818,108.04346765357623,,2.2714146235934867,20.606809547148984,0.0283955239554806,aperture,17
58766.59484863281,-1.3793669206068193,4.436623958404871,-28.638877239031952,92.11771521388744,,3.492299564418854,20.606809547148984,0.0283955239554806,aperture,17
