MJD,flux,d_flux,uJy,d_uJy,m,d_m,ZP,d_ZP,Method,Sector
58792.115690926046,0.049200307762810924,6.4644803777321975,1.2358449628077142,162.3789744698087,23.670090020570115,142.656026264678,20.400009569118215,0.0055904662457722,aperture,18
58792.13652402789,0.3497083315221674,5.240825617657551,8.784198709631589,131.64243512561927,21.540744621237575,16.27114351838275,20.400009569118215,0.0055904662457722,aperture,18
58792.15735712968,2.559396100645829,3.9427028612372017,64.28855677207136,99.03589857015078,19.379665809253176,1.6725660995874005,20.400009569118215,0.0055904662457722,aperture,18
58792.17819023146,-0.14050277286208734,4.965059230550255,-3.529238982390598,124.71555126922169,,38.367531919768524,20.400009569118215,0.0055904662457722,aperture,18
58792.19902333319,0.6029001341473301,3.3896199656494894,15.144033192923757,85.14268929719408,20.94939611787481,6.104219342548129,20.400009569118215,0.0055904662457722,aperture,18
58792.219856434975,3.531040601431065,5.018136830527655,88.69494804352802,126.04961454978933,19.030252790874524,1.5430036674168799,20.400009569118215,0.0055904662457722,aperture,18
58792.2406895367,-2.3811830417294466,6.315764612343077,-59.81208657944298,158.64373506832715,,2.8797732477191196,20.400009569118215,0.0055904662457722,aperture,18
58792.26152263848,-3.5447591090679076,6.0056661368341775,-89.03953833840919,150.85487992257197,,1.8395042006380526,20.400009569118215,0.0055904662457722,aperture,18
58792.28235574021,0.903612650996557,5.193759246616272,22.69752352865402,130.46023633481448,20.510053812580143,6.240566363603182,20.400009569118215,0.0055904662457722,aperture,18
58792.303188841935,3.9741592109561727,6.283272178834046,99.82548617243576,157.82810728464545,18.90189641504313,1.716592593512521,20.400009569118215,0.0055904662457722,aperture,18
58792.32402194366,0.7739050374918177,3.764230265692644,19.439444299547922,94.55240893548502,20.678290385187086,5.280962359131816,20.400009569118215,0.0055904662457722,aperture,18
58792.34485504533,1.333985342013888,5.546212520037123,33.507901481732546,139.31343874867264,20.087131925297058,4.514088843828339,20.400009569118215,0.0055904662457722,aperture,18
58792.36568814705,-1.3774695614602115,5.53370093335784,-34.60016606315421,138.99917200658618,,4.361725698179943,20.400009569118215,0.0055904662457722,aperture,18
58792.38652124878,-2.0827733034597795,4.831537241995868,-52.3164389166027,121.36195775039593,,2.5186552093115586,20.400009569118215,0.0055904662457722,aperture,18
58792.40735435045,0.8029613011970977,4.970259102983524,20.16929821248067,124.84620687827974,20.6382730318292,6.720612953731528,20.400009569118215,0.0055904662457722,aperture,18
58792.42818745218,1.2166889209059528,4.675225849675623,30.561574562794338,117.43543417291279,20.18706068558797,4.172033163443245,20.400009569118215,0.0055904662457722,aperture,18
58792.449020553846,0.9726168511142053,3.447071790246305,24.430815392174246,86.58585683705175,20.43015509490653,3.8479845260549386,20.400009569118215,0.0055904662457722,aperture,18
58792.46985365557,1.3073329880407925,3.979282255893816,32.8384305190018,99.95431312374471,20.10904401935236,3.304786948249046,20.400009569118215,0.0055904662457722,aperture,18
58792.49068675724,-1.0378205499048714,3.3803162742490884,-26.068643819901794,84.90906358434128,,3.5363882019535255,20.400009569118215,0.0055904662457722,aperture,18
58792.511519858905,2.01949318313777,4.733951288516687,50.726928169579814,118.91071893345702,19.636903590283435,2.545111193176783,20.400009569118215,0.0055904662457722,aperture,18
58792.532352960574,0.12830003014630198,2.6677764497822,3.2227226453293705,67.01092611735993,22.62944267306844,22.576000669940967,20.400009569118215,0.0055904662457722,aperture,18
58792.5531860623,1.7834494581581088,6.278649031234515,44.79783012562446,157.71131178900237,19.771857553581093,3.822347659005739,20.400009569118215,0.0055904662457722,aperture,18
58792.57401916397,2.0940425547845165,4.023891487690704,52.599507216732675,101.07505633261285,19.59754581138639,2.086347455806108,20.400009569118215,0.0055904662457722,aperture,18
58792.59485226564,2.4082604932172216,4.424268070887252,60.492235414855976,111.13204639924564,19.445750915967587,1.994637583766478,20.400009569118215,0.0055904662457722,aperture,18
58792.6156853673,2.9107406884309075,4.222681588404763,73.11385601851524,106.06869911580179,19.240000777094384,1.5751135707089365,20.400009569118215,0.0055904662457722,aperture,18
58792.63651846903,0.12649225034994704,2.678802390865536,3.1773136701261806,67.28788272870423,22.644849771808023,22.993288672431298,20.400009569118215,0.0055904662457722,aperture,18
58792.6573515707,5.526029150542751,2.16992164890656,138.80635306084264,54.510172817496745,18.543976640248204,0.42637578792691744,20.400009569118215,0.0055904662457722,aperture,18
58792.67818467237,0.7867983677996242,4.261721923335342,19.763307259745964,107.04871963274898,20.660350943339672,5.880932227118141,20.400009569118215,0.0055904662457722,aperture,18
58792.699017774095,-0.5386134203426209,3.5093620009634114,-13.529238183631891,88.15043854491326,,7.074169387401991,20.400009569118215,0.0055904662457722,aperture,18
58792.71985087576,2.048617417174585,4.811022714783782,51.45848940500031,120.84665217477315,19.62135741728765,2.549775304465395,20.400009569118215,0.0055904662457722,aperture,18
58792.74068397743,-2.65408852592887,3.433488022133976,-66.6671019910618,86.24524277309192,,1.4045845667546004,20.400009569118215,0.0055904662457722,aperture,18
58792.761517079154,2.0260110025774662,3.72393667593654,50.890646948776705,93.5406026855495,19.633405070277075,1.9956598125549645,20.400009569118215,0.0055904662457722,aperture,18
58792.78235018088,0.005746659637732465,3.8087908986373744,0.14434829148833597,95.67165858602314,26.00147088019558,719.6079872167921,20.400009569118215,0.0055904662457722,aperture,18
58792.80318328255,-3.3966904326103484,3.054907614556035,-85.32025412515074,76.73639110440115,,0.9765029288627989,20.400009569118215,0.0055904662457722,aperture,18
