RA,DEC
299.69355967689216,62.11032178429801
299.85488294266605,62.06488725366737
299.39900033922265,62.07729317525242
299.9047304224234,62.13918768238896
299.60280240267394,62.016739131531786
299.61734391760433,62.22863831236691
299.92968372983063,62.220363935829674
299.23495042193844,62.10475313065153
