MJD,Observatory,Filter,Svo_filter,Flux,d_Flux,Mag,d_Mag,WavelengthEff,FrequencyEff
58822.5049,Swift,UVM2,Swift/UVOT.UVM2_trn,2465.297004426368,108.9898777381446,15.42032688,0.048,2246.5638855614,1334448843973488.8
58823.8986,Swift,UVM2,Swift/UVOT.UVM2_trn,2363.030069204982,104.46869398364312,15.46632688,0.048,2246.5638855614,1334448843973488.8
58827.1515,Swift,UVM2,Swift/UVOT.UVM2_trn,1974.555057998876,96.38751808709718,15.66132688,0.053,2246.5638855614,1334448843973488.8
58829.5684,Swift,UVM2,Swift/UVOT.UVM2_trn,1776.1074992678866,86.70033940902638,15.77632688,0.053,2246.5638855614,1334448843973488.8
58831.5608,Swift,UVM2,Swift/UVOT.UVM2_trn,1666.745333977519,81.3618467484812,15.84532688,0.053,2246.5638855614,1334448843973488.8
58833.3446,Swift,UVM2,Swift/UVOT.UVM2_trn,1532.7426703962258,74.82053299410501,15.93632688,0.053,2246.5638855614,1334448843973488.8
58835.7741,Swift,UVM2,Swift/UVOT.UVM2_trn,1462.4103363364518,75.42806298246741,15.98732688,0.056,2246.5638855614,1334448843973488.8
58839.0919,Swift,UVM2,Swift/UVOT.UVM2_trn,1196.380285732242,60.6048830525384,16.20532688,0.055,2246.5638855614,1334448843973488.8
58842.7112,Swift,UVM2,Swift/UVOT.UVM2_trn,933.833066524306,47.30506216312325,16.47432688,0.055,2246.5638855614,1334448843973488.8
58848.2105,Swift,UVM2,Swift/UVOT.UVM2_trn,741.0870903946466,38.2237203477482,16.72532688,0.056,2246.5638855614,1334448843973488.8
58851.8615,Swift,UVM2,Swift/UVOT.UVM2_trn,686.5453784573184,35.410573051835016,16.80832688,0.056,2246.5638855614,1334448843973488.8
58819.580000000075,Gaia,G,GAIA/GAIA3.G,2964.8313895243423,13.653553121519147,15.22,0.005,5822.3887136979,514895986409668.25
58819.64999999991,Gaia,G,GAIA/GAIA3.G,2964.8313895243423,13.653553121519147,15.22,0.005,5822.3887136979,514895986409668.25
58853.39999999991,Gaia,G,GAIA/GAIA3.G,4655.860935229592,21.44103196902595,14.73,0.005,5822.3887136979,514895986409668.25
58877.75999999978,Gaia,G,GAIA/GAIA3.G,3944.573020752785,18.16543007162371,14.91,0.005,5822.3887136979,514895986409668.25
58914.52000000002,Gaia,G,GAIA/GAIA3.G,2831.3919957993817,13.039042003900637,15.27,0.005,5822.3887136979,514895986409668.25
58936.87999999989,Gaia,G,GAIA/GAIA3.G,2376.840286624876,10.945754024820271,15.46,0.005,5822.3887136979,514895986409668.25
59000.689999999944,Gaia,G,GAIA/GAIA3.G,1570.3628043335532,7.23178796770153,15.91,0.005,5822.3887136979,514895986409668.25
59000.75999999978,Gaia,G,GAIA/GAIA3.G,1555.965631605075,7.165486537089823,15.92,0.005,5822.3887136979,514895986409668.25
58820.86,Konkoly,B,Generic/Johnson.B,2504.494025429838,200.14339032162405,15.4032,0.0867652,4369.5312126406,686097531773503.8
58820.86,Konkoly,V,Generic/Johnson.V,3181.5591365275573,155.00125972090734,15.1434,0.0528956,5467.5739972259,548309832024416.4
58820.86,Konkoly,g,SLOAN/SDSS.g,3109.138008886757,106.8706568841955,15.1684,0.0373201,4671.7822137652,641708975895055.1
58820.86,Konkoly,r,SLOAN/SDSS.r,3084.0399842703655,85.92416417482126,15.1772,0.0302496,6141.1230039377,488172045744357.4
58820.86,Konkoly,i,SLOAN/SDSS.i,2613.6052870466297,91.87080734842895,15.3569,0.0381647,7457.889035897,401980314479085.5
58820.86,Konkoly,z,SLOAN/SDSS.z,2363.741608116297,169.75897110883426,15.466,0.0779753,8922.7797236408,335985496992269.56
58822.86,Konkoly,B,Generic/Johnson.B,2713.6885361802565,195.419799525826,15.3161,0.0781867,4369.5312126406,686097531773503.8
58822.86,Konkoly,V,Generic/Johnson.V,3444.4509131173077,131.2686373338289,15.0572,0.0413776,5467.5739972259,548309832024416.4
58822.86,Konkoly,g,SLOAN/SDSS.g,3449.5305854876506,110.23324336377324,15.0556,0.0346958,4671.7822137652,641708975895055.1
58822.86,Konkoly,r,SLOAN/SDSS.r,3380.0256809707757,66.08590636135972,15.0777,0.0212282,6141.1230039377,488172045744357.4
58822.86,Konkoly,i,SLOAN/SDSS.i,2931.4331854667807,72.44532146119748,15.2323,0.0268321,7457.889035897,401980314479085.5
58822.86,Konkoly,z,SLOAN/SDSS.z,2503.3409288388298,162.37718285273576,15.4037,0.0704254,8922.7797236408,335985496992269.56
58823.9,Konkoly,B,Generic/Johnson.B,2836.873693003285,462.1804769290713,15.2679,0.176887,4369.5312126406,686097531773503.8
58823.9,Konkoly,V,Generic/Johnson.V,3354.285308326896,290.4914407548504,15.086,0.0940281,5467.5739972259,548309832024416.4
58823.9,Konkoly,g,SLOAN/SDSS.g,3455.5724271054955,233.06815325512667,15.0537,0.0732297,4671.7822137652,641708975895055.1
58823.9,Konkoly,r,SLOAN/SDSS.r,3455.2541717795775,243.8302729742879,15.0538,0.0766182,6141.1230039377,488172045744357.4
58823.9,Konkoly,i,SLOAN/SDSS.i,3139.641059129555,218.07704822956177,15.1578,0.0754144,7457.889035897,401980314479085.5
58823.9,Konkoly,z,SLOAN/SDSS.z,2588.9281636208807,346.55476244341446,15.3672,0.145337,8922.7797236408,335985496992269.56
58899.88,Konkoly,B,Generic/Johnson.B,1536.5970673979673,125.31375431442784,15.9336,0.0885448,4369.5312126406,686097531773503.8
58899.88,Konkoly,V,Generic/Johnson.V,2850.755691109679,144.58707205404042,15.2626,0.0550673,5467.5739972259,548309832024416.4
58899.88,Konkoly,g,SLOAN/SDSS.g,2348.334724476873,129.0535282799894,15.4731,0.059667,4671.7822137652,641708975895055.1
