tnsname control_index                 ra               dec         ra_offset        dec_offset  radius_arcsec n_detec n_detec_o n_detec_c
2019vxm             0 299.61891666666662 62.13773055555556               NaN               NaN      16.882449    3237      2540       697
    NaN             2 299.61098166666659 62.13954984704561  0.00000000000000  0.00468956926783      16.882449    3240      2543       697
    NaN             3 299.60388692375244 62.13817630400791 -0.00709474291412  0.00331602623013      16.882449    3237      2542       695
    NaN             4 299.60094818501591 62.13486027777778 -0.01003348165070  0.00000000000000      16.882449    3233      2539       694
    NaN             5 299.60388692375244 62.13154425154764 -0.00709474291412 -0.00331602623013      16.882449    3229      2534       695
    NaN             6 299.61098166666659 62.13017070850994 -0.00000000000000 -0.00468956926783      16.882449    3229      2533       696
    NaN             7 299.61807640958074 62.13154425154764  0.00709474291412 -0.00331602623013      16.882449    3230      2534       696
    NaN             8 299.62101514831727 62.13486027777778  0.01003348165070 -0.00000000000000      16.882449    3236      2537       699
