objID,raMean,decMean,qualityFlag,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagNpt,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagNpt,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagNpt,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagNpt,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagNpt,rMeanKronMag,rMeanKronMagErr,iMeanKronMag,iMeanKronMagErr,nDetections,gFlags,gQfPerfect,rFlags,rQfPerfect,iFlags,iQfPerfect,zFlags,zQfPerfect,yFlags,yQfPerfect
182562996106752735,299.610700497332,62.134979325124,108,13.456000328064,-999.0,0,13.1800003051758,-999.0,0,13.1090002059937,-999.0,0,13.1389999389648,0.00493500009179115,5,13.1136999130249,0.0041809999383986,12,-999.0,-999.0,-999.0,-999.0,99,114724,-999.0,114724,-999.0,114724,-999.0,16892216,0.999140977859497,115000,0.999728977680206
