MJD,flux,dflux,uJy,duJy,m,dm,ZP,d_ZP,Method,Sector
58806.15720220075,-3.06372555529074,2.104402142206359,-73.22773004416857,50.30089221804324,25.0,0.7458035334404729,20.453935718283525,0.0073759794874216,psf,18
58806.178035251025,-1.4978699283100676,2.562302289377383,-35.80138389424338,61.243429471609886,25.0,1.8573083341498902,20.453935718283525,0.0073759794874216,psf,18
58806.19886830124,-3.2788442354446268,2.567044645632549,-78.36939575589116,61.35860595839713,25.0,0.850067291191431,20.453935718283525,0.0073759794874216,psf,18
58806.21970135151,-2.536977838556864,2.5354240025076122,-60.63765338545493,60.60191444222766,25.0,1.085096287769011,20.453935718283525,0.0073759794874216,psf,18
58806.24053440185,-1.4346750532259354,2.553114017111868,-34.290929655010245,61.02377740417392,25.0,1.9321647195159104,20.453935718283525,0.0073759794874216,psf,18
58806.26136745212,-2.2964038946379635,2.5161608126671386,-54.88756790846695,60.14125055834888,25.0,1.189659801278181,20.453935718283525,0.0073759794874216,psf,18
58806.28220050251,-3.5122478979529954,2.5193371038142036,-83.94810053248825,60.21871342777912,25.0,0.7788340290938607,20.453935718283525,0.0073759794874216,psf,18
58806.30303355289,-3.3986182492312174,2.2901442015052322,-81.23217800893102,54.7407334070747,25.0,0.7316558239831928,20.453935718283525,0.0073759794874216,psf,18
58806.323866603285,-1.8111306347568705,2.5709628565235327,-43.28879424845023,61.45065103190816,25.0,1.5412579118830223,20.453935718283525,0.0073759794874216,psf,18
58806.34469965373,-1.7198591656901412,2.501622670730893,-41.107266439599584,59.79326291141811,25.0,1.579275781787559,20.453935718283525,0.0073759794874216,psf,18
58806.36553270418,-1.4091358427181973,2.51157955482096,-33.68050343410667,60.03103158752149,25.0,1.935180824451347,20.453935718283525,0.0073759794874216,psf,18
58806.38636575468,-0.6101289870432695,2.516759411955067,-14.583016640694728,60.15448362455104,25.0,4.478627595297983,20.453935718283525,0.0073759794874216,psf,18
58806.40719880519,-2.985088263530962,2.5290383942036394,-71.34817841055526,60.44983180710388,25.0,0.9198913332705705,20.453935718283525,0.0073759794874216,psf,18
58806.42803185569,-1.628492132669006,2.5034347859526744,-38.9234545059705,59.83650736576236,25.0,1.6690877836477593,20.453935718283525,0.0073759794874216,psf,18
58806.44886490631,-2.5207171746345813,0.8880457750953802,-60.24899862948842,21.229599266047035,25.0,0.3825747325262989,20.453935718283525,0.0073759794874216,psf,18
58806.469697956876,-3.1506049388766053,2.5185894819924264,-75.3042802875946,60.20031726651339,25.0,0.8679674481258806,20.453935718283525,0.0073759794874216,psf,18
58806.4905310075,-3.0613040863871777,2.5422056478637822,-73.16985323112497,60.76463923589476,25.0,0.9016605319554355,20.453935718283525,0.0073759794874216,psf,18
58806.51136405818,-2.2199043908651044,2.572561339431165,-53.059112679793515,61.48921005873234,25.0,1.2582393144348238,20.453935718283525,0.0073759794874216,psf,18
58806.532197108856,-2.4570266929085385,2.577063155089235,-58.72669863294871,61.59704584624278,25.0,1.1388030374295557,20.453935718283525,0.0073759794874216,psf,18
58806.55303015959,-2.3018911416160273,0.865645444464927,-55.01872150990538,20.69362689106116,25.0,0.40836681236470546,20.453935718283525,0.0073759794874216,psf,18
58806.57386321033,-2.020306198740246,0.3447352217178443,-48.288410387291286,8.24622718893178,25.0,0.185411516756833,20.453935718283525,0.0073759794874216,psf,18
58806.59469626113,-3.061648688784076,2.5121548761186476,-73.1780897558519,60.046404580047096,25.0,0.8909026682115329,20.453935718283525,0.0073759794874216,psf,18
58806.61552931192,-5.035446494899975,2.4985477813302523,-120.35487837467157,59.72471318632862,25.0,0.5387840052758409,20.453935718283525,0.0073759794874216,psf,18
58806.63636236278,-1.6859855140454127,2.5610524948079765,-40.29763431900483,61.21368669006848,25.0,1.6492758691490723,20.453935718283525,0.0073759794874216,psf,18
58806.65719541363,-2.270965818852425,2.5333309462828235,-54.27955896221859,60.551609902329595,25.0,1.21119398138645,20.453935718283525,0.0073759794874216,psf,18
58806.67802846454,-2.2772507004021447,2.4913204699631457,-54.42977725076199,59.54752047977422,25.0,1.1878222207415323,20.453935718283525,0.0073759794874216,psf,18
58806.698861515455,-1.3772272073644232,2.5303617082903846,-32.917838210477576,60.479931186608596,25.0,1.9948227016220141,20.453935718283525,0.0073759794874216,psf,18
58806.719694566425,-3.7741777491397284,2.4845236658640104,-90.20862488007172,59.38708047924588,25.0,0.7147731545284448,20.453935718283525,0.0073759794874216,psf,18
58806.740527617396,-1.0881649510397782,2.486170477724011,-26.0088078518198,59.423542387217466,25.0,2.4806323977770113,20.453935718283525,0.0073759794874216,psf,18
