MJD,flux,dflux,uJy,duJy,m,dm,ZP,d_ZP,Method,Sector
58790.17821210411,4.366530720954949,2.27738709038609,109.68132602853852,57.20766079605242,18.79966826910134,0.5662990297877601,20.400009569118218,0.005590466245772203,aperture,18
58790.19904522196,2.1347330557210267,4.792101676464554,53.62159738045547,120.37140754805297,19.57665063145987,2.4372939557420352,20.400009569118218,0.005590466245772203,aperture,18
58790.219878339056,4.545923116921894,2.923120077428021,114.18741956743568,73.42716345793652,18.75595435304076,0.6981726190238764,20.400009569118218,0.005590466245772203,aperture,18
58790.24071145551,0.6701245953616202,1.8898019148644096,16.83262043041942,47.46933863447347,20.83462067412992,3.0618631118320456,20.400009569118218,0.005590466245772203,aperture,18
58790.26154457126,1.0300757427535618,2.8438504419051305,25.874104774495652,71.43378803567745,20.367836668883214,2.9975239951027413,20.400009569118218,0.005590466245772203,aperture,18
58790.28237768637,-0.43043380344809457,3.717834704024896,-10.811913014405519,93.38697900170064,25.0,9.37795411598662,20.400009569118218,0.005590466245772203,aperture,18
58790.30321080091,0.2522724146714004,5.385781603293226,6.336740705566195,135.28352893411503,21.895335158747468,23.17945961433947,20.400009569118218,0.005590466245772203,aperture,18
58790.324043914916,2.4516381867131,4.982817907884064,61.58182420896537,125.1620254728418,19.426368625860665,2.206705375527665,20.400009569118218,0.005590466245772203,aperture,18
58790.34487702834,4.570089768276545,3.3588797091175033,114.79445305366018,84.37257050575373,18.750197742092247,0.798003318538255,20.400009569118218,0.005590466245772203,aperture,18
58790.36571014124,-0.41406197063015626,4.899339177320121,-10.400674791719592,123.06476304695991,25.0,12.84684613698737,20.400009569118218,0.005590466245772203,aperture,18
58790.38654325368,0.5755827183743556,4.169981912743996,14.45785678031452,104.74431315071463,20.99974020423393,7.865944085509187,20.400009569118218,0.005590466245772203,aperture,18
58790.40737636565,-0.7551817277613209,2.926597105091448,-18.96914016793403,73.51221257314235,25.0,4.2076166856238295,20.400009569118218,0.005590466245772203,aperture,18
58790.42820947721,-2.312130261062274,3.7985119738294015,-58.07757443844572,95.41393456419331,25.0,1.783723996679021,20.400009569118218,0.005590466245772203,aperture,18
58790.44904258831,-0.4427642575528661,4.356113607256987,-11.121637288244958,109.41967725427813,25.0,10.681961839691198,20.400009569118218,0.005590466245772203,aperture,18
58790.469875699,1.793579923799528,4.669689443325153,45.05229367479972,117.29649111314554,19.765707733968057,2.8267827607602585,20.400009569118218,0.005590466245772203,aperture,18
58790.49070880934,1.2635682204101388,4.26294311356804,31.73911894791282,107.07947061644728,20.146012832687216,3.6629894555487157,20.400009569118218,0.005590466245772203,aperture,18
58790.51154191927,2.872282948177676,3.8706735249397948,72.14784977314667,97.22677588522215,19.254441519207667,1.4631431287614145,20.400009569118218,0.005590466245772203,aperture,18
58790.53237502892,-1.3197321715849548,4.118538460662974,-33.1498811830881,103.45223780520602,25.0,3.3883029452806155,20.400009569118218,0.005590466245772203,aperture,18
58790.553208138146,0.5185429473859358,3.900860624603373,13.025095139969109,97.98434810657298,21.113047739435263,8.167706500083366,20.400009569118218,0.005590466245772203,aperture,18
58790.57404124715,0.8896551975395538,4.28198026559016,22.346931239036252,107.5575948783053,20.526955268294024,5.2257365276217635,20.400009569118218,0.005590466245772203,aperture,18
58790.594874355804,-0.341229904773932,3.5536913091844484,-8.571232135522843,89.26391399381058,25.0,11.307249840991973,20.400009569118218,0.005590466245772203,aperture,18
58790.88653785127,2.393852273676977,10.82952864232264,60.130320492947625,272.02323927861414,19.452266203426845,4.911756282007754,20.400009569118218,0.005590466245772203,aperture,18
58790.90737095661,3.3455835583216094,9.8042232602131,84.03651879855315,246.26916343298336,19.088829866209384,3.181751822628931,20.400009569118218,0.005590466245772203,aperture,18
58790.92820406183,0.09588599022717315,12.56084736256611,2.4085259506374928,315.5114400595054,22.94562167505754,142.22898175430058,20.400009569118218,0.005590466245772203,aperture,18
58790.94903716687,-4.526861805156736,13.012487700182637,-113.70862528340314,326.8565565713051,25.0,3.1209593498078974,20.400009569118218,0.005590466245772203,aperture,18
58790.9698702718,-2.9329010602659893,13.01559128110579,-73.67049448586697,326.93420999244324,25.0,4.818269659244507,20.400009569118218,0.005590466245772203,aperture,18
58790.99070337661,0.7308181440263235,11.633521597642194,18.35716000756602,292.2182903325478,20.74048626650326,17.28328223841836,20.400009569118218,0.005590466245772203,aperture,18
58791.011536481245,2.719993181572165,13.436185515959572,68.32253750368069,337.4989296817838,19.313590030732442,5.363307927532551,20.400009569118218,0.005590466245772203,aperture,18
58791.032369585766,-1.608074981535509,11.612359237811761,-40.39266126806484,291.6867794344887,25.0,7.84040681993162,20.400009569118218,0.005590466245772203,aperture,18
58791.05320269017,0.08800245239244475,10.776955030030459,2.21050217873098,270.70248552608075,23.038772631763653,132.96141124928002,20.400009569118218,0.005590466245772203,aperture,18
58791.07403579446,3.4856255195606005,8.255689862256588,87.55418281832458,207.37221583048492,19.044307752691378,2.57156786050148,20.400009569118218,0.005590466245772203,aperture,18
58791.094868898625,-2.471579359631031,10.319382204060222,-62.08271941112365,259.2090739662429,25.0,4.5331886050815005,20.400009569118218,0.005590466245772203,aperture,18
58791.11570200268,-0.6763297706967057,9.64949838693509,-16.988486013988,242.38232023260238,25.0,15.490683528428113,20.400009569118218,0.005590466245772203,aperture,18
58791.13653510668,0.33971423239476684,8.910493022053942,8.533160502229649,223.81949687606618,21.57222521385784,28.478185899069604,20.400009569118218,0.005590466245772203,aperture,18
