MJD,flux,dflux,uJy,duJy,m,dm,ZP,d_ZP,Method,Sector
58764.19903564453,0.3115243266136837,2.388833127283234,9.55927807936974,73.30254089159132,21.448937261460536,8.325651988147964,20.18266717628056,0.0052507735022401525,psf,17
58764.21990966797,2.559594312278604,2.3885004411980075,78.5424177540605,73.29330194835795,19.16223933516955,1.0131747120489907,20.18266717628056,0.0052507735022401525,psf,17
58764.24072265625,0.13093745453313502,2.3989002126146697,4.017880569690606,73.61144237191446,22.39000744167675,19.891733136758855,20.18266717628056,0.0052507735022401525,psf,17
58764.26153564453,1.437361759948064,2.3880951437870204,44.1061566952194,73.28019136703135,19.78875195988283,1.8038968438937635,20.18266717628056,0.0052507735022401525,psf,17
58764.28240966797,3.4308305782364714,2.3920340898501045,105.27673359274262,73.40251517456996,18.844168995796004,0.757012167129324,20.18266717628056,0.0052507735022401525,psf,17
58764.30322265625,2.783769741241131,0.4527326066361991,85.42135169578195,13.898464880803903,19.071083901595898,0.17665450396277577,20.18266717628056,0.0052507735022401525,psf,17
58764.32403564453,-0.1893917395026639,0.8516954156372627,-5.811579222468322,26.134710291933136,25.0,4.882562910802921,20.18266717628056,0.0052507735022401525,psf,17
58764.34490966797,1.5648330309863783,2.39418714088127,48.017675709582086,73.46718387954049,19.696497164369543,1.661179559837011,20.18266717628056,0.0052507735022401525,psf,17
58764.36572265625,1.1500839378861354,2.337071367609463,35.290894603244304,71.71439419993553,20.030843330982474,2.206317381878113,20.18266717628056,0.0052507735022401525,psf,17
58764.38653564453,1.6077836705367543,2.3817972926043582,49.33563733271392,73.08701769443351,19.667098142694243,1.60843612242192,20.18266717628056,0.0052507735022401525,psf,17
58764.40740966797,1.201237166659612,2.3841274222566007,36.86055673466965,73.1583466111292,19.98359527392035,2.1548959818406024,20.18266717628056,0.0052507735022401525,psf,17
58764.42822265625,1.6468938752537512,2.382378695255366,50.53575331304465,73.10487740018752,19.641003140221144,1.5706229141596615,20.18266717628056,0.0052507735022401525,psf,17
58764.44903564453,1.3044750881175062,2.384603328501771,40.028463428441135,73.1729889136295,19.894077702064067,1.9847517608543568,20.18266717628056,0.0052507735022401525,psf,17
58764.46990966797,3.704086585773951,0.38996044045202716,113.66172936916678,11.978747713950376,18.760964351069312,0.11442514690637547,20.18266717628056,0.0052507735022401525,psf,17
58764.49072265625,2.053653726302826,2.3861209921682565,63.017380574606726,73.2199373567951,19.401349132452687,1.2615176348733983,20.18266717628056,0.0052507735022401525,psf,17
58764.51153564453,2.1087061464631858,2.3907099191831973,64.70669132274546,73.3607840293497,19.37262701647799,1.2309462530362525,20.18266717628056,0.0052507735022401525,psf,17
58764.53240966797,1.1965397839523075,0.6361013821036112,36.71641522240813,19.519893245851545,19.987849318481274,0.5772201529385764,20.18266717628056,0.0052507735022401525,psf,17
58764.55322265625,1.9924645254120819,2.3834616329923146,61.13975967376967,73.13829703879908,19.43419068179391,1.2988094404212494,20.18266717628056,0.0052507735022401525,psf,17
58764.57403564453,3.0598756325782337,2.3884100792464937,93.89379756649129,73.29095155602506,18.9684077384938,0.8474962313586205,20.18266717628056,0.0052507735022401525,psf,17
58764.59490966797,1.1522565692303373,2.3888900261124646,35.35756287088471,73.3044717178831,20.02879419428623,2.250984300173926,20.18266717628056,0.0052507735022401525,psf,17
58764.61572265625,0.39034109227280955,2.38123987982971,11.977809525828565,73.06954671967773,21.20405649364533,6.623435793309777,20.18266717628056,0.0052507735022401525,psf,17
58764.63653564453,4.564825464438146,2.383115720545504,140.07392768547803,73.13022244045608,18.534106733806567,0.5668444619037428,20.18266717628056,0.0052507735022401525,psf,17
58764.65740966797,2.0105982885531053,2.391002282902965,61.69620316688226,73.3696946211385,19.42435390492538,1.2911675223634893,20.18266717628056,0.0052507735022401525,psf,17
58764.67822265625,2.316351114385601,2.0901922119535326,71.07837988950598,64.13950321220577,19.27065619939061,0.9797435014831224,20.18266717628056,0.0052507735022401525,psf,17
58764.69903564453,1.74835409547832,1.109849052291665,53.64911036500769,34.057255535702,19.57609368828848,0.6892415385498926,20.18266717628056,0.0052507735022401525,psf,17
58764.71990966797,1.642470144592215,0.4823659058213807,50.4000089491886,14.803643190890195,19.643923466099338,0.3189057246175232,20.18266717628056,0.0052507735022401525,psf,17
58764.74072265625,2.711088295057119,2.3920589377184567,83.19108556268056,73.40261449059847,19.099808021363238,0.9579857689956383,20.18266717628056,0.0052507735022401525,psf,17
58764.76153564453,2.5895220272362294,2.3917310976516215,79.4607644933661,73.39245803047571,19.149618152264903,1.0028200628063624,20.18266717628056,0.0052507735022401525,psf,17
58764.78240966797,0.7958171263961569,2.3881756409694335,24.420042229895135,73.28244618219718,20.430633973398542,3.258200958221369,20.18266717628056,0.0052507735022401525,psf,17
58764.80322265625,1.1595860638305968,2.390683544394257,35.582472038739226,73.35950910740343,20.02190970811973,2.238435680198845,20.18266717628056,0.0052507735022401525,psf,17
58764.82403564453,2.9256408416352744,2.385077267012096,89.77473659780786,73.18856364860493,19.017114651087745,0.8851429292801228,20.18266717628056,0.0052507735022401525,psf,17
58764.84490966797,2.914484122782314,2.3878463170773156,89.4323871603559,73.2735220350163,19.021262941884405,0.8895626992591972,20.18266717628056,0.0052507735022401525,psf,17
58764.86572265625,1.1791191330584216,2.3886372631925363,36.18185393138965,73.29672499200373,20.003772959946435,2.199470158851586,20.18266717628056,0.0052507735022401525,psf,17
58764.88653564453,0.15083108080287003,2.408279531233137,4.628326333546721,73.89925222908745,22.236440068627576,17.33566042396764,20.18266717628056,0.0052507735022401525,psf,17
58764.90740966797,2.8020718027864535,2.376658882265609,85.98295950869101,72.93013904861492,19.063969026677047,0.920913781469945,20.18266717628056,0.0052507735022401525,psf,17
58764.92822265625,-0.2647550108064906,2.3746551961431828,-8.124138486123018,72.86748007468194,25.0,9.738246264722253,20.18266717628056,0.0052507735022401525,psf,17
58764.94903564453,2.2573871494279345,2.389747681605571,69.26904145414352,73.33135503698614,19.298652055235046,1.1494096848494166,20.18266717628056,0.0052507735022401525,psf,17
58764.96990966797,1.8757411945833062,2.3878949573163615,57.55804652195469,73.27426682930964,19.499734885306797,1.3821963944405837,20.18266717628056,0.0052507735022401525,psf,17
